file_name,coco_image_id,split,source_url,license_id,license_name,redistributable,view_guess,bytes,status
coco_359340.jpg,359340,train2017,http://farm6.staticflickr.com/5147/5632495043_6eafc27e52_b.jpg,5,CC BY-SA 2.0,yes,front,134631,ok
coco_503991.jpg,503991,train2017,http://farm6.staticflickr.com/5303/5580922072_449cdf74af_b.jpg,4,CC BY 2.0,yes,front,169615,ok
coco_42102.jpg,42102,val2017,http://farm7.staticflickr.com/6086/6077717404_3994af90dd_b.jpg,4,CC BY 2.0,yes,front,90579,ok
coco_378482.jpg,378482,train2017,http://images.cocodataset.org/train2017/000000378482.jpg,4,CC BY 2.0,yes,front,266632,ok
coco_107565.jpg,107565,train2017,http://farm4.staticflickr.com/3187/2764170718_f17027f782_b.jpg,4,CC BY 2.0,yes,front,154526,ok
coco_286013.jpg,286013,train2017,http://farm6.staticflickr.com/5213/5388951282_57c997281b_b.jpg,4,CC BY 2.0,yes,front,123050,ok
coco_196998.jpg,196998,train2017,http://farm1.staticflickr.com/27/88246939_6788989004_b.jpg,4,CC BY 2.0,yes,front,177707,ok
coco_67078.jpg,67078,train2017,http://farm4.staticflickr.com/3593/3394578702_f392b0ae39_b.jpg,4,CC BY 2.0,yes,front,221367,ok
coco_516173.jpg,516173,val2017,http://images.cocodataset.org/val2017/000000516173.jpg,4,CC BY 2.0,yes,front,94845,ok
coco_483008.jpg,483008,train2017,http://farm3.staticflickr.com/2892/9693873388_344e96c1de_b.jpg,4,CC BY 2.0,yes,front,205897,ok
coco_111756.jpg,111756,train2017,http://images.cocodataset.org/train2017/000000111756.jpg,4,CC BY 2.0,yes,front,313277,ok
coco_279882.jpg,279882,train2017,http://farm5.staticflickr.com/4138/4882648616_05e207ce53_b.jpg,4,CC BY 2.0,yes,front,219377,ok
coco_469198.jpg,469198,train2017,http://farm3.staticflickr.com/2648/4140042554_0c7d63198d_b.jpg,4,CC BY 2.0,yes,front,175833,ok
coco_84498.jpg,84498,train2017,http://farm8.staticflickr.com/7275/7450203376_1fafd8474f_b.jpg,5,CC BY-SA 2.0,yes,front,184349,ok
coco_334850.jpg,334850,train2017,http://farm4.staticflickr.com/3709/9787067463_c1d23f4cf1_b.jpg,5,CC BY-SA 2.0,yes,front,179163,ok
coco_210249.jpg,210249,train2017,http://images.cocodataset.org/train2017/000000210249.jpg,5,CC BY-SA 2.0,yes,front,161861,ok
coco_208376.jpg,208376,train2017,http://farm9.staticflickr.com/8165/7636332878_f128de0e05_b.jpg,5,CC BY-SA 2.0,yes,front,64712,ok
coco_372182.jpg,372182,train2017,http://farm5.staticflickr.com/4095/4903268324_c31e8525da_b.jpg,5,CC BY-SA 2.0,yes,front,183858,ok
coco_243354.jpg,243354,train2017,http://farm8.staticflickr.com/7081/7181767932_d1781d1a98_b.jpg,5,CC BY-SA 2.0,yes,front,261241,ok
coco_22671.jpg,22671,train2017,http://farm9.staticflickr.com/8351/8292358560_f9c916dbc5_b.jpg,5,CC BY-SA 2.0,yes,front,349724,ok
coco_452488.jpg,452488,train2017,http://farm4.staticflickr.com/3107/2581815854_321d1735e5_b.jpg,5,CC BY-SA 2.0,yes,front,56946,ok
coco_395046.jpg,395046,train2017,http://farm6.staticflickr.com/5463/8999647527_f1754155f8_b.jpg,4,CC BY 2.0,yes,front,309281,ok
coco_423834.jpg,423834,train2017,http://farm1.staticflickr.com/93/231593106_7ea1600a85_b.jpg,4,CC BY 2.0,yes,front,173115,ok
coco_132137.jpg,132137,train2017,http://farm2.staticflickr.com/1433/5125560566_7c1757cd93_b.jpg,5,CC BY-SA 2.0,yes,front,217144,ok
coco_562835.jpg,562835,train2017,http://farm9.staticflickr.com/8385/8612830022_2f5a367e06_b.jpg,4,CC BY 2.0,yes,front,182149,ok
coco_154965.jpg,154965,train2017,http://images.cocodataset.org/train2017/000000154965.jpg,5,CC BY-SA 2.0,yes,front,143156,ok
coco_252244.jpg,252244,train2017,http://farm6.staticflickr.com/5228/5561868896_462a0653c4_b.jpg,4,CC BY 2.0,yes,front,174671,ok
coco_127699.jpg,127699,train2017,http://farm1.staticflickr.com/90/214359360_3930b1d3e3_b.jpg,5,CC BY-SA 2.0,yes,front,146208,ok
coco_285810.jpg,285810,train2017,http://farm9.staticflickr.com/8201/8285494716_d2e48fb569_b.jpg,4,CC BY 2.0,yes,front,215338,ok
coco_159409.jpg,159409,train2017,http://farm7.staticflickr.com/6015/5944957761_9d4766199f_b.jpg,5,CC BY-SA 2.0,yes,front,227422,ok
coco_113370.jpg,113370,train2017,http://farm8.staticflickr.com/7303/9390261584_b04c48f7c2_b.jpg,4,CC BY 2.0,yes,front,178672,ok
coco_471073.jpg,471073,train2017,http://farm1.staticflickr.com/179/487287647_9089c914cf_b.jpg,4,CC BY 2.0,yes,front,295568,ok
coco_27764.jpg,27764,train2017,http://images.cocodataset.org/train2017/000000027764.jpg,4,CC BY 2.0,yes,front,298897,ok
